customer_fname,customer_lname,email,city,age,mobile,customer_since,loyalty_tier
Sai,Gupta,sai.gupta879@mail.com,Pune,30,9715398854,2026-06-21,Silver
Kiran,Reddy,kiran.reddy880@mail.com,Mumbai,24,9235679836,2026-07-01,Silver
Vivaan,Singh,vivaan.singh881@mail.com,Pune,28,9491271130,2026-02-18,Silver
Aditya,Singh,aditya.singh882@mail.com,Chennai,48,9875418156,2026-04-28,Silver
Aditya,Iyer,aditya.iyer883@mail.com,Mumbai,45,9850745106,2026-02-24,Silver
Ananya,Patel,ananya.patel884@mail.com,Hyderabad,30,9629489786,2026-07-07,Silver
Lakshmi,Sharma,lakshmi.sharma885@mail.com,Bengaluru,25,9310094318,2026-01-28,Silver
Rahul,Patel,rahul.patel886@mail.com,Mumbai,62,9666134732,2026-01-26,Silver
Priya,Singh,priya.singh887@mail.com,Mumbai,36,9012897432,2026-02-22,Silver
Lakshmi,Kumar,lakshmi.kumar888@mail.com,Bengaluru,29,9572076502,2026-03-22,Silver
Vivaan,Reddy,vivaan.reddy889@mail.com,Chennai,56,9579073710,2026-03-09,Silver
Arjun,Singh,arjun.singh890@mail.com,Bengaluru,51,9822114577,2026-01-05,Silver
Priya,Das,priya.das891@mail.com,Hyderabad,60,9745705458,2026-07-08,Silver
Arjun,Gupta,arjun.gupta892@mail.com,Chennai,35,9802632570,2026-06-19,Silver
Arjun,Iyer,arjun.iyer893@mail.com,Hyderabad,31,9136148782,2026-03-04,Silver
Lakshmi,Nair,lakshmi.nair894@mail.com,Hyderabad,43,9964430985,2026-03-09,Silver
Vivaan,Iyer,vivaan.iyer895@mail.com,Pune,54,9541072728,2026-06-06,Silver
Arjun,Das,arjun.das896@mail.com,Bengaluru,37,9741407034,2026-03-16,Silver
Vivaan,Sharma,vivaan.sharma897@mail.com,Pune,37,9065004254,2026-06-01,Silver
Lakshmi,Das,lakshmi.das898@mail.com,Bengaluru,23,9423691430,2026-05-09,Silver
Priya,Patel,priya.patel899@mail.com,Pune,45,9614494296,2026-05-02,Silver
Priya,Joshi,priya.joshi900@mail.com,Bengaluru,61,9342683441,2026-06-23,Gold
Arjun,Gupta,arjun.gupta901@mail.com,Mumbai,29,9661287585,2026-03-18,Gold
Priya,Iyer,priya.iyer902@mail.com,Pune,44,9670806129,2026-04-30,Gold
Sai,Joshi,sai.joshi903@mail.com,Mumbai,41,9298940626,2026-03-19,Gold
Aarav,Gupta,aarav.gupta904@mail.com,Mumbai,47,9010415914,2026-06-21,Gold
Kiran,Nair,kiran.nair905@mail.com,Chennai,25,9980382872,2026-05-25,Gold
Lakshmi,Reddy,lakshmi.reddy906@mail.com,Hyderabad,58,9407931102,2026-02-27,Gold
Vivaan,Das,vivaan.das907@mail.com,Chennai,33,9317087601,2026-06-04,Gold
Ananya,Gupta,ananya.gupta908@mail.com,Bengaluru,33,9849791620,2026-03-18,Gold
Aditya,Patel,aditya.patel909@mail.com,Bengaluru,50,9837744197,2026-02-17,Gold
Lakshmi,Singh,lakshmi.singh910@mail.com,Pune,42,9176620471,2026-04-05,Gold
Ananya,Sharma,ananya.sharma911@mail.com,Mumbai,37,9097052774,2026-05-25,Gold
Aditya,Nair,aditya.nair912@mail.com,Mumbai,50,9358681225,2026-01-03,Gold
Sneha,Joshi,sneha.joshi913@mail.com,Hyderabad,47,9244617679,2026-06-17,Gold
Aditya,Joshi,aditya.joshi914@mail.com,Mumbai,60,9842599599,2026-06-18,Gold
Vivaan,Sharma,vivaan.sharma915@mail.com,Chennai,64,9231177533,2026-04-14,Gold
Aditya,Iyer,aditya.iyer916@mail.com,Pune,22,9094101759,2026-01-27,Gold
Aarav,Reddy,aarav.reddy917@mail.com,Hyderabad,24,9762983347,2026-06-11,Gold
Lakshmi,Singh,lakshmi.singh918@mail.com,Bengaluru,30,9268319013,2026-04-23,Gold
Aditya,Sharma,aditya.sharma919@mail.com,Hyderabad,44,9981528733,2026-01-09,Gold
Kiran,Das,kiran.das920@mail.com,Hyderabad,40,9982176619,2026-05-27,Gold
Aditya,Das,aditya.das921@mail.com,Hyderabad,24,9173098503,2026-01-21,Gold
Rahul,Iyer,rahul.iyer922@mail.com,Hyderabad,22,9241893898,2026-03-16,Gold
Ananya,Joshi,ananya.joshi923@mail.com,Chennai,52,9197400564,2026-03-21,Gold
Priya,Sharma,priya.sharma924@mail.com,Bengaluru,31,9850371990,2026-02-21,Gold
Vivaan,Iyer,vivaan.iyer925@mail.com,Mumbai,65,9918724010,2026-03-30,Gold
Meera,Patel,meera.patel926@mail.com,Hyderabad,45,9743000389,2026-05-08,Gold
Lakshmi,Sharma,lakshmi.sharma927@mail.com,Mumbai,48,9066266821,2026-04-08,Gold
Vivaan,Joshi,vivaan.joshi928@mail.com,Hyderabad,40,9356033190,2026-04-23,Gold
Ananya,Das,ananya.das929@mail.com,Mumbai,20,9030102724,2026-02-28,Gold
Priya,Nair,priya.nair930@mail.com,Mumbai,59,9342967111,2026-01-12,Gold
Meera,Patel,meera.patel931@mail.com,Pune,63,9537458438,2026-03-06,Gold
Priya,Das,priya.das932@mail.com,Mumbai,24,9056974132,2026-03-10,Gold
Sai,Singh,sai.singh933@mail.com,Mumbai,31,9152037710,2026-05-14,Gold
Aarav,Singh,aarav.singh934@mail.com,Hyderabad,55,9641049670,2026-05-08,Gold
Ananya,Gupta,ananya.gupta935@mail.com,Chennai,32,9362680408,2026-04-08,Gold
Aarav,Joshi,aarav.joshi936@mail.com,Hyderabad,34,9930596601,2026-03-31,Gold
Ananya,Singh,ananya.singh937@mail.com,Mumbai,47,9699842673,2026-05-22,Gold
Aarav,Singh,aarav.singh938@mail.com,Hyderabad,23,9384596094,2026-02-03,Gold
Rahul,Singh,rahul.singh939@mail.com,Mumbai,18,9149542770,2026-04-03,Gold
Aarav,Gupta,aarav.gupta940@mail.com,Chennai,40,9783609149,2026-04-23,Gold
Priya,Kumar,priya.kumar941@mail.com,Pune,29,9444723229,2026-05-22,Gold
Aarav,Patel,aarav.patel942@mail.com,Chennai,59,9028795083,2026-06-17,Gold
Sneha,Singh,sneha.singh943@mail.com,Hyderabad,19,9580935118,2026-01-16,Gold
Vivaan,Das,vivaan.das944@mail.com,Chennai,33,9359561642,2026-04-24,Gold
Priya,Joshi,priya.joshi945@mail.com,Hyderabad,39,9657490250,2026-01-07,Gold
Aditya,Joshi,aditya.joshi946@mail.com,Chennai,24,9935889536,2026-03-16,Gold
Aarav,Reddy,aarav.reddy947@mail.com,Pune,59,9113989868,2026-05-30,Gold
Vivaan,Das,vivaan.das948@mail.com,Chennai,56,9788754394,2026-07-07,Gold
Priya,Patel,priya.patel949@mail.com,Hyderabad,32,9751376515,2026-03-04,Gold
Meera,Kumar,meera.kumar950@mail.com,Hyderabad,59,9793763928,2026-05-24,Gold
Ananya,Joshi,ananya.joshi951@mail.com,Bengaluru,56,9445511668,2026-03-04,Gold
Arjun,Gupta,arjun.gupta952@mail.com,Bengaluru,29,9702164871,2026-02-07,Gold
Aarav,Iyer,aarav.iyer953@mail.com,Chennai,62,9212886652,2026-02-02,Gold
Sneha,Das,sneha.das954@mail.com,Bengaluru,63,9415599910,2026-04-13,Gold
Sneha,Nair,sneha.nair955@mail.com,Pune,44,9764722981,2026-01-19,Gold
Aarav,Joshi,aarav.joshi956@mail.com,Mumbai,41,9765728941,2026-02-08,Gold
Rahul,Gupta,rahul.gupta957@mail.com,Hyderabad,21,9988986456,2026-03-01,Gold
Aditya,Reddy,aditya.reddy958@mail.com,Chennai,65,9368499515,2026-03-23,Gold
Aditya,Kumar,aditya.kumar959@mail.com,Hyderabad,35,9773244913,2026-03-14,Gold
Rahul,Reddy,rahul.reddy960@mail.com,Chennai,31,9882090883,2026-06-20,Gold
Kiran,Sharma,kiran.sharma961@mail.com,Hyderabad,31,9496782741,2026-01-02,Gold
Sneha,Kumar,sneha.kumar962@mail.com,Pune,45,9741241513,2026-07-03,Gold
Vivaan,Nair,vivaan.nair963@mail.com,Bengaluru,50,9547815061,2026-07-06,Gold
Meera,Nair,meera.nair964@mail.com,Bengaluru,53,9003296334,2026-06-30,Gold
Aditya,Gupta,aditya.gupta965@mail.com,Bengaluru,64,9742318306,2026-05-01,Gold
Kiran,Das,kiran.das966@mail.com,Mumbai,31,9206496935,2026-01-18,Gold
Meera,Reddy,meera.reddy967@mail.com,Hyderabad,32,9477695874,2026-05-04,Gold
Sai,Kumar,sai.kumar968@mail.com,Hyderabad,44,9753612751,2026-01-25,Gold
Sneha,Iyer,sneha.iyer969@mail.com,Bengaluru,48,9796304483,2026-03-30,Gold
Aarav,Das,aarav.das970@mail.com,Hyderabad,34,9566766404,2026-04-15,Gold
Sneha,Patel,sneha.patel971@mail.com,Hyderabad,58,9047639283,2026-05-05,Gold
Vivaan,Joshi,vivaan.joshi972@mail.com,Mumbai,39,9298006155,2026-06-10,Gold
Vivaan,Sharma,vivaan.sharma973@mail.com,Mumbai,31,9583286342,2026-05-22,Gold
Priya,Iyer,priya.iyer974@mail.com,Bengaluru,53,9300081867,2026-04-06,Gold
Aditya,Singh,aditya.singh975@mail.com,Hyderabad,19,9330416624,2026-01-11,Gold
Vivaan,Kumar,vivaan.kumar976@mail.com,Mumbai,64,9600892196,2026-01-22,Gold
Arjun,Singh,arjun.singh977@mail.com,Hyderabad,45,9804473149,2026-02-19,Gold
Ananya,Singh,ananya.singh978@mail.com,Pune,23,9368474883,2026-05-01,Gold
Aarav,Gupta,aarav.gupta979@mail.com,Pune,41,9817390637,2026-04-08,Gold
Kiran,Joshi,kiran.joshi980@mail.com,Chennai,59,9452118237,2026-04-05,Gold
Sai,Kumar,sai.kumar981@mail.com,Bengaluru,43,9978930746,2026-06-01,Gold
Sneha,Nair,sneha.nair982@mail.com,Bengaluru,20,9599604387,2026-03-21,Gold
Kiran,Nair,kiran.nair983@mail.com,Bengaluru,38,9778811616,2026-05-20,Gold
Aarav,Reddy,aarav.reddy984@mail.com,Mumbai,65,9123710672,2026-02-02,Gold
Meera,Gupta,meera.gupta985@mail.com,Bengaluru,65,9866041644,2026-06-10,Gold
Priya,Joshi,priya.joshi986@mail.com,Hyderabad,54,9224839589,2026-05-14,Gold
Kiran,Gupta,kiran.gupta987@mail.com,Bengaluru,39,9228705622,2026-03-06,Gold
Vivaan,Sharma,vivaan.sharma988@mail.com,Hyderabad,62,9331875109,2026-05-01,Gold
Arjun,Reddy,arjun.reddy989@mail.com,Chennai,40,9835034469,2026-04-30,Gold
Rahul,Nair,rahul.nair990@mail.com,Mumbai,43,9488319213,2026-07-06,Gold
Aditya,Singh,aditya.singh991@mail.com,Mumbai,24,9289659994,2026-03-13,Gold
Arjun,Gupta,arjun.gupta992@mail.com,Bengaluru,28,9033192227,2026-07-08,Gold
Priya,Kumar,priya.kumar993@mail.com,Chennai,26,9876754813,2026-01-01,Gold
Ananya,Iyer,ananya.iyer994@mail.com,Pune,63,9754858193,2026-05-24,Gold
Lakshmi,Singh,lakshmi.singh995@mail.com,Bengaluru,45,9877418652,2026-02-12,Gold
Priya,Gupta,priya.gupta996@mail.com,Hyderabad,64,9639836520,2026-01-07,Gold
Kiran,Nair,kiran.nair997@mail.com,Mumbai,30,9094515480,2026-02-20,Gold
Rahul,Sharma,rahul.sharma998@mail.com,Hyderabad,59,9760440907,2026-06-05,Gold
Lakshmi,Gupta,lakshmi.gupta999@mail.com,Pune,29,9781050922,2026-06-05,Gold
